drugbank_id,drug_name,drug_FDA,atc_code
DB14489,Ferrous succinate,approved,B03AA06
DB14490,Ferrous ascorbate,approved,B03AA10
DB14491,Ferrous fumarate,approved,B03AA02
DB14491,Ferrous fumarate,approved,B03AD02
DB14492,Potassium triiodide,experimental,
DB14493,Zinc glycinate,experimental,
DB14494,Zinc carbonate,experimental,
DB14495,Manganese citrate,approved,
DB14496,Sodium molybdate,approved,
DB14497,Calcium magnesium potassium carbonate chloride hydroxide,experimental,
DB14498,Potassium acetate,approved,B05XA17
DB14499,Potassium sulfate,approved,
DB14500,Potassium,approved,C03AB03
DB14500,Potassium,approved,C03BB07
DB14500,Potassium,approved,C03BB02
DB14500,Potassium,approved,C03BB04
DB14500,Potassium,approved,C03AB01
DB14500,Potassium,approved,C03BB05
DB14500,Potassium,approved,C03AB04
DB14500,Potassium,approved,C03AB08
DB14500,Potassium,approved,C03AB07
DB14500,Potassium,approved,C03BB03
DB14500,Potassium,approved,C03AB05
DB14500,Potassium,approved,C03CB01
DB14500,Potassium,approved,C03AB09
DB14500,Potassium,approved,C03AB02
DB14500,Potassium,approved,C03CB02
DB14500,Potassium,approved,C03AB06
DB14501,Ferrous glycine sulfate,approved,B03AA01
DB14502,"Sodium phosphate, dibasic",approved,
DB14503,"Sodium phosphate, monobasic, unspecified form",approved,
DB14504,"Sodium phosphate, dibasic, unspecified form",approved,
DB14505,Sodium borate,approved,S01AX07
DB14506,Lithium hydroxide,approved,
DB14507,Lithium citrate,approved,
DB14508,Lithium succinate,experimental,D11AX04
DB14509,Lithium carbonate,approved,
DB14510,Ferrous cation,experimental,
DB14511,Acetate,experimental,
DB14512,Mometasone furoate,approved,D07AC13
DB14512,Mometasone furoate,approved,R03BA07
DB14512,Mometasone furoate,approved,D07XC03
DB14512,Mometasone furoate,approved,R01AD09
DB14512,Mometasone furoate,approved,R03AK09
DB14513,Magnesium,approved,
DB14514,Magnesium levulinate,nutraceutical,A12CC07
DB14515,Magnesium lactate,nutraceutical,A12CC06
DB14516,Sodium cation,experimental,
DB14517,Aluminium phosphate,approved,A02AB03
DB14518,Aluminum acetate,approved,
DB14519,Aluminum cation,experimental,
DB14520,Tetraferric tricitrate decahydrate,approved,V03AE08
DB14521,Silver cation,experimental,
DB14522,Hydroxide ion,experimental,
DB14523,Phosphate ion,experimental,
DB14524,Gallium cation,experimental,
DB14525,Chromic cation,experimental,
DB14526,Chromic citrate,experimental,
DB14527,Chromic nitrate,approved,
DB14528,Chromium gluconate,approved,
DB14529,Chromium nicotinate,approved,
DB14530,Chromous sulfate,approved,
DB14531,Carbonate ion,experimental,
DB14532,Zinc cation,experimental,
DB14533,Zinc chloride,approved,C05AX04
DB14533,Zinc chloride,approved,B05XA12
DB14534,Gold cation (1+),experimental,
DB14535,Indium cation In-111,experimental,
DB14536,Strontium cation Sr-89,experimental,
DB14537,Chromate ion Cr-51,experimental,
DB14538,Hydrocortisone aceponate,experimental,D07AC16
DB14539,Hydrocortisone acetate,approved,
DB14540,Hydrocortisone butyrate,approved,D07AB02
DB14540,Hydrocortisone butyrate,approved,D07BB04
DB14541,Hydrocortisone cypionate,approved,
DB14542,Hydrocortisone phosphate,approved,
DB14543,Hydrocortisone probutate,approved,D07AB11
DB14544,Hydrocortisone valerate,approved,
DB14545,Hydrocortisone succinate,approved,
DB14546,Sulfate ion,experimental,
DB14547,Chloride ion,experimental,
DB14548,"Zinc sulfate, unspecified form",approved,C05AX04
DB14549,Gallium cation Ga-67,experimental,
DB14550,Gallium chloride Ga-67,approved,
DB14551,Phosphorus P-32,experimental,
DB14552,Cupric cation,experimental,
DB14553,Borate ion,experimental,
DB14554,Dotatate,approved,
DB14555,Ursadiol,experimental,
DB14556,Peracetic acid,experimental,
DB14557,Ethylhexylglycerin,experimental,
DB14558,Influenza A virus A/Singapore/INFIMH-16-0019/2016 NIB-104 (H3N2) antigen (formaldehyde inactivated),approved,
DB14559,Influenza B virus B/Maryland/15/2016 BX-69A antigen (formaldehyde inactivated),approved,
DB14560,"Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (UV, formaldehyde inactivated)",approved,
DB14561,"Influenza B virus B/Maryland/15/2016 BX-69A antigen (UV, formaldehyde inactivated)",approved,
DB14562,Andexanet alfa,approved,V03AB38
DB14563,Magnolia kobus bark,experimental,
DB14564,Kale,experimental,
DB14565,Sophora flavescens root,experimental,
DB14566,Lavender oil,approved,N05BX05
DB14567,Brown iron oxide,approved,
DB14568,Ivosidenib,approved,L01XX62
DB14569,Tedizolid,approved,J01XX11
DB14570,Hydroxyprogesterone,experimental,G03FA02
DB14570,Hydroxyprogesterone,experimental,G03DA03
DB14571,Radium Ra-223 cation,experimental,
DB14572,Bismuth cation,experimental,
DB14573,Phosphate ion P-32,experimental,
DB14574,Cobalt,approved,
DB14575,Eslicarbazepine,approved,N03AF04
DB14576,Thallous cation Tl-201,experimental,
DB14577,Calcium cation,experimental,
DB14578,Gadolinium cation (3+),experimental,
DB14579,Lanthanum III cation,experimental,
DB14580,Lecanemab,approved,
DB14581,CPI-1205,investigational,
DB14582,Patisiran,approved,N07XX12
DB14583,Segesterone acetate,approved,
DB14584,Segesterone,experimental,
DB14585,Plantago ovata seed,approved,A06AC51
DB14586,Citrus bioflavonoids,approved,
DB14587,Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (formaldehyde inactivated),approved,
DB14588,Bambusa arundinacea stem,experimental,
DB14589,Caprylyl glycol,experimental,
DB14590,Anemarrhena asphodeloides root,experimental,
DB14591,Influenza B virus B/Maryland/15/2016 antigen (formaldehyde inactivated),approved,
DB14592,Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (propiolactone inactivated),approved,
DB14593,Influenza B virus B/Maryland/15/2016 antigen (propiolactone inactivated),approved,
DB14594,Influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) recombinant hemagglutinin antigen,approved,
DB14595,Influenza B virus B/Maryland/15/2016 recombinant hemagglutinin antigen,approved,
DB00873,Loteprednol,approved,S01BA14
DB14597,Lanadelumab,approved,B06AC05
DB14598,Edetate calcium disodium anhydrous,approved,
DB14599,Edetate copper disodium,experimental,
DB14600,Edetate disodium anhydrous,approved,
DB14601,Barley malt syrup,approved,
DB14602,"Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (UV, formaldehyde inactivated)",approved,
DB14603,"Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 antigen (UV, formaldehyde inactivated)",approved,
DB14604,"Influenza A virus A/Texas/50/2012 X-223A (H3N2) antigen (UV, formaldehyde inactivated)",approved,
DB14605,"Influenza B virus B/Massachusetts/2/2012 BX-51B antigen (UV, formaldehyde inactivated)",approved,
DB14606,Influenza A virus A/Texas/50/2012 (H3N2) live (attenuated) antigen,approved,
DB14607,Influenza B virus B/Massachusetts/2/2012 live (attenuated) antigen,approved,
DB14608,"Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14609,"Influenza B virus B/Wisconsin/1/2010) antigen (MDCK cell derived, propiolactone inactivated)",approved,
DB14610,Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 antigen (formaldehyde inactivated),approved,
DB14611,"Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (UV, formaldehyde inactivated)",approved,
DB14612,"Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (UV, formaldehyde inactivated)",approved,
DB14613,"Serum, horse",approved,
DB14614,"Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (UV, formaldehyde inactivated)",approved,
DB14615,Influenza A virus A/Uruguay/716/2007(H3N2) antigen (formaldehyde inactivated),approved,
DB14616,Influenza A virus A/Brisbane/59/2007 (H1N1) antigen (formaldehyde inactivated),approved,
DB14617,Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (formaldehyde inactivated),approved,
DB14618,Influenza A virus A/Brisbane/59/2007 (H1N1) hemagglutinin antigen (formaldehyde inactivated),approved,
DB14619,Influenza A virus A/Uruguay/716/2007(H3N2) antigen (propiolactone inactivated),approved,
DB14620,Influenza A virus A/Brisbane/59/2007(H1N1) antigen (propiolactone inactivated),approved,
DB14622,Sodium phosphate tribasic dodecahydrate,experimental,
DB14623,Acetyl chloride,experimental,
DB14624,Nandrolone hydrogen sulfate,experimental,
DB14625,Meprednisone acetate,experimental,
DB14626,Pregnenolone acetate,investigational,
DB14627,Oxyphenisatin acetate,approved,
DB14628,Pseudosaccharin chloride,experimental,
DB14629,Trifluoroethyl acetate,experimental,
DB14630,Tyramine O-sulfate,experimental,
DB14631,Prednisolone phosphate,approved,
DB14632,Prednisolone tebutate,approved,
DB14633,Prednisolone hemisuccinate,experimental,
DB14634,Fluprednidene acetate,experimental,
DB14635,Curcumin sulfate,experimental,
DB14636,Triciribine phosphate,investigational,
DB14637,Fluprednisolone acetate,experimental,
DB14638,Diloxanide furoate,approved,
DB14639,Boldenone undecylenate,illicit,
DB14640,Isoflupredone acetate,vet_approved,
DB14641,Estriol tripropionate,experimental,
DB14642,Lypressin,approved,H01BA03
DB14643,Methylprednisolone aceponate,approved,D07AC14
DB14644,Methylprednisolone hemisuccinate,approved,
DB14645,Nitrogen trichloride,experimental,
DB14646,Prednisone acetate,approved,
DB14647,Sulfur chloride,experimental,
DB14648,Acetyl simvastatin,experimental,
DB14649,Dexamethasone acetate,approved,
DB14650,Menadiol diphosphate,approved,
DB14651,Perphenazine enanthate,experimental,
DB14652,Clocortolone acetate,experimental,
DB14653,Clocortolone caproate,experimental,
DB14654,Bisoxatin acetate,experimental,
DB14655,Drostanolone propionate,approved,
DB14656,Chlorphenesin carbamate,approved,
DB14657,Paramethasone acetate,approved,
DB14658,Chloramphenicol palmitate,approved,
DB14659,Melengestrol acetate,experimental,
DB14660,Trenbolone acetate,vet_approved,
DB14661,Loperamide oxide,experimental,A07DA05
DB14662,Flunisolide acetate,experimental,
DB14663,Ribavirin monophosphate,experimental,
DB14664,Difluocortolone pivalate,experimental,
DB14665,Bornyl acetate,experimental,
DB14666,Oleoyl chloride,experimental,
DB14667,Phenyl hydrogen sulfate,experimental,
DB14668,Dienestrol diacetate,experimental,
DB14669,Betamethasone phosphate,approved,
DB14670,Lauroyl chloride,experimental,
DB14671,Temazepam acetate,experimental,
DB14672,Oxazepam acetate,experimental,
DB14673,Flurandrenolide acetate,experimental,
DB14674,Estramustine phosphate,approved,
DB14675,Temsavir,investigational,
DB14676,Fagrocorat,experimental,
DB14677,Gestonorone caproate,approved,
DB14678,Norethindrone enanthate,experimental,
DB14679,Quingestanol acetate,experimental,
DB14680,Combretastatin A4,experimental,
DB14681,Cortisone,experimental,H02AB10
DB14681,Cortisone,experimental,S01BA03
DB14682,Dextrorphan,experimental,
DB14683,Prezatide copper,experimental,
DB14684,Calcium polycarbophil,approved,A06AC08
DB14685,Adenovirus type 7 vaccine live,approved,
DB14686,Chamaecyparis obtusa leaf,experimental,
DB14687,Centella asiatica leaf,experimental,
DB14688,Sambucus nigra flower,experimental,
DB14689,Rosemary oil,approved,
DB14690,Ginger oil,approved,
DB14691,Willow bark,approved,
DB14692,Turmeric oil,approved,
DB14693,Atractylodes lancea root,approved,
DB14694,Beef liver,approved,
DB14695,Ferric oxyhydroxide,experimental,
DB14696,Influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) live (attenuated) antigen,approved,
DB14697,Influenza B virus B/Colorado/06/2017 live (attenuated) antigen,approved,
DB14698,"Influenza A virus A/Brisbane/59/2007(H1N1) hemagglutinin antigen (UV,formaldehyde inactivated)",approved,
DB14699,"Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (UV,formaldehyde inactivated)",approved,
DB14700,Damoctocog alfa pegol,approved,
DB14701,Ethyl 8-hydroxy-alpha-(2-propynylamino)-5-quinolinepropanoate,experimental,
DB14702,Sodium metavanadate,approved,
DB14703,Dexamethasone metasulfobenzoate,approved,
DB14704,Ribitol,experimental,
DB14705,Ceramide AP,experimental,
DB14706,Ceramide NG,experimental,
DB14707,Cemiplimab,approved,L01FF06
DB14708,Tosylchloramide,experimental,D08AX04
DB14709,Bean,approved,
DB14710,Camponotus pennsylvanicus,approved,
DB14711,"Smallpox (Vaccinia) Vaccine, Live",approved,
DB14712,Elapegademase,approved,L03AX21
DB14713,Inotersen,approved,N07XX15
DB14714,Tenivastatin,experimental,
DB14715,Cinazepam,experimental,
DB14716,Clonazolam,experimental,
DB14717,Nitrazolam,experimental,
DB14718,Pyrazolam,experimental,
DB14719,Bentazepam,experimental,N05BA24
DB14720,Brovanexine,experimental,
DB14721,MK-1454,investigational,
DB14722,ADU-S100,investigational,
DB14723,Larotrectinib,approved,L01EX12
DB14724,Emapalumab,approved,L04AA39
DB14725,Cefamandole nafate,approved,
DB14726,Dabigatran,approved,
DB14727,Riboflavin tetrabutyrate,experimental,
DB14728,Mebenil,experimental,
DB14729,Rebeccamycin,experimental,
DB14730,Calaspargase pegol,approved,
DB14731,Tagraxofusp,approved,L01XX67
DB14732,Queuine,experimental,
DB14733,Ceftobiprole medocaril,approved,J01DI01
DB14734,Cannabigerol,experimental,
DB14735,Cannabichromene,experimental,
DB14736,Cannabivarin,experimental,
DB14737,Cannabinol,experimental,
DB14738,Turoctocog alfa pegol,approved,
DB14739,Phenolsulfonic acid,experimental,
DB14740,Hyaluronidase,approved,B06AA03
DB14741,Luteinizing hormone,approved,
DB00781,Polymyxin B,approved,S02AA11
DB00781,Polymyxin B,approved,S03AA03
DB00781,Polymyxin B,approved,J01XB02
DB00781,Polymyxin B,approved,A07AA05
DB00781,Polymyxin B,approved,S01AA18
DB14743,Avenanthramides,experimental,
DB14744,Spirulina platensis,experimental,
DB14745,Olea europaea leaf,experimental,
DB14746,Lauryl glucoside,experimental,
DB14747,Ephedra sinica stem,experimental,
DB14748,Polygala tenuifolia root,experimental,
DB14749,Polygala senega root,approved,R05CA06
DB14750,Cidoxepin,experimental,
DB14751,Mecasermin rinfabate,approved,H01AC05
DB14752,Racephedrine,approved,
DB14753,Hydroxystilbamidine,approved,
DB14754,Solriamfetol,approved,N06BA14
DB14755,beta-Isosparteine,experimental,
DB14756,meso-Tartaric acid,experimental,
DB14757,Agrostis gigantea top,approved,
DB14758,Catfish,approved,
DB14759,Red pepper,approved,
DB14760,Narlaprevir,experimental,
DB14761,Remdesivir,approved,J05AB16
DB14762,Risankizumab,approved,L04AC18
DB14763,Cycloguanil,approved,P01BB02
DB14764,"Dengue tetravalent vaccine, live",approved,
DB14765,Rivoceranib,investigational,
DB14766,Etrasimod,approved,
DB14767,Peginterferon lambda-1a,investigational,
DB14768,PF-06459988,investigational,
DB14769,Pamiparib,investigational,L01XK06
DB14770,Lanraplenib,investigational,
DB14771,Polyacrylamide (crosslinked; 2 mole percent bisacrylamide),investigational,
DB14772,DCFBC F-18,investigational,
DB14773,Lifirafenib,investigational,
DB14774,Balipodect,investigational,
DB14775,Cavosonstat,investigational,
DB14776,Camrelizumab,investigational,
DB14777,Murepavadin,investigational,
DB14778,Setrusumab,investigational,
DB14779,LGD-6972,investigational,
DB14780,Pegzilarginase,investigational,A16AB24
DB14781,Vofatamab,investigational,
DB14782,Tofersen,approved,
DB14783,Diroximel fumarate,approved,L04AX09
DB14784,Gancotamab,investigational,
DB14785,Fenebrutinib,investigational,
DB14786,Nerofe,investigational,
DB14787,BMS-830216,investigational,
DB14788,Prasinezumab,investigational,
DB14789,Dectrekumab,investigational,
DB14790,Zatolmilast,investigational,
DB14791,GDC-0425,investigational,
DB14792,AZD-5991,investigational,
DB14793,RO-5045337,investigational,
DB14794,Glepaglutide,investigational,
DB14795,AZD-3759,investigational,
DB14796,Talacotuzumab,investigational,
DB14797,SEphB4-HSA,investigational,
DB14798,Afasevikumab,investigational,
DB14799,PF-06821497,investigational,
DB14800,GP-100 antigen,investigational,
DB14801,Lanifibranor,investigational,
DB14802,ONO-2952,investigational,
DB14803,AMY-101,investigational,
DB14804,Iodine I-125,investigational,
DB14805,Piflufolastat F 18,approved,
DB14806,Avexitide,investigational,
DB14807,Demplatin pegraglumer,investigational,
DB14808,Lumicitabine,investigational,
DB14809,Anetumab ravtansine,investigational,
DB14810,AZD-1656,investigational,
DB14811,Isatuximab,approved,L01FC02
DB14812,Procalcitonin,investigational,
DB14813,PF-232798,investigational,
DB14814,Lanabecestat,investigational,
DB14815,Ginsenoside B2,investigational,
DB14816,Biropepimut-S,investigational,
DB14817,Pegapamodutide,investigational,
DB14818,Osocimab,investigational,
DB14819,Cobitolimod,investigational,
DB14820,Profoxydim,investigational,
DB14821,Macozinone,investigational,
DB14822,SB-649868,investigational,
DB14823,Balovaptan,investigational,
DB14824,Icrucumab,investigational,
DB14825,Danvatirsen,investigational,
DB14826,Topramezone,investigational,
DB14827,Modotuximab,investigational,
DB14828,ABX-464,investigational,
DB14829,Uproleselan,investigational,
DB14830,Fluoromisonidazole F-18,investigational,
DB14831,BMS-986012,investigational,
DB14832,Polydioxanone,investigational,
DB14833,MEDI6012,investigational,
DB14834,Olendalizumab,investigational,
DB14835,SUVN-G3031,investigational,
DB14836,Polydextrose,investigational,
DB14838,Telisotuzumab,investigational,
DB14839,TOP-1288,investigational,
DB14840,Ripretinib,approved,L01EX19
DB14841,Centanafadine,investigational,
DB14843,Codrituzumab,investigational,
DB14844,Dordaviprone,investigational,
DB14845,Filgotinib,approved,L04AA45
DB14846,Bimiralisib,investigational,
DB14847,Azintuxizumab vedotin,investigational,
DB14848,Tibulizumab,investigational,
DB14849,Nebicapone,investigational,
DB14850,Deleobuvir,investigational,
DB14851,Relatlimab,approved,L01XY03
