"","pathway","genes"
"GOBP_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY","GOBP_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY","CNOT1,CNOT2,CNOT6,CNOT6L,NBDY,PAN2,PAN3,PATL2"
"GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION","GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION","ALKBH3,CNBP,CPEB1,CPEB2,CPEB3,CPEB4,CSDE1,DHX36,DHX9,EIF2AK4,FMR1,HNRNPD,HNRNPU,IGF2BP1,IMPACT,LIN28A,METTL3,MTOR,NCK1,NMNAT2,PABPC1,PAIP1,PARP16,PIWIL2,PKM,RBM24,RPL13A,SH3BGRL,SYNCRIP,UNK,YBX1,YBX3,YTHDF2,ZCCHC13,ZNF385A"
"GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATIONAL_INITIATION","GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATIONAL_INITIATION","EIF2AK4,IMPACT,METTL3,MTOR,NCK1,RPL13A,SH3BGRL,YTHDF2"
"GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION","GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION","ADCY8,ADORA1,ATP2B1,ATP2B2,ATP2B3,ATP2B4,BOK,CACNB2,CACNB4,CALB1,CALB2,CALCA,CALCB,CAV1,CAV2,CAV3,CDH23,CLN3,CNGB1,CNR1,ERC2,F2,FKBP1B,FZD9,GPER1,GPR3,GRIA1,GRID2IP,GRM1,GRM5,HCRTR1,HCRTR2,HRC,HTR1B,ITPR1,P2RX1,P2RY1,P2RY4,PLN,RYR1,RYR2,SCGN,SLC35G1,SLC8A2,SLC8B1,SV2B,TMEM178A,TMEM64,TRPC1,TRPC3,TRPC4,TRPC5,TRPC6,TRPC7,TSPOAP1,TUNAR,WBP2NL,WNT5A,YWHAE"
"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM","GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM","ARG2,CYBA,EMILIN1,EMILIN2,F2RL1,FOXP1,GRN,HAVCR2,KLK3,KLK5,KLK7,MAPKBP1,MIR181B1,MMRN2,NLRP10,NOD2,PGC,SIGLEC16,SPINK5,SYT11"
"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_FUNGUS","GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_FUNGUS","ARG1,FAM3A,PLA2G5,SPI1,TRIM62,USP15"
"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS","GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS","AIM2,APOBEC3F,APOBEC3G,ATG12,ATG5,C1QBP,CCDC92,CGAS,DHX9,DTX3L,EIF2AK4,ELMOD2,FGL2,FOXP3,HERC5,HSP90AA1,IFNLR1,IL12B,IL12RB1,IL15,IL1B,IL23A,IL23R,IL27,ILRUN,IRGM,ITCH,LILRB1,MAVS,MICB,MIR26B,MMP12,MUL1,NT5C2,PARP9,PCBP2,PPM1B,PQBP1,PYCARD,RIGI,RNF216,RNF26,SELENOK,SIN3A,SPN,STAT1,STING1,TARBP2,TNFAIP3,TOMM70,TRAF3,TRAF3IP1,TRAF3IP2,TRIM22,TRIM38,TRIM44,TRIM6,TSPAN32,USP17L2,ZC3H12A,ZDHHC1,ZDHHC11,ZMPSTE24"
"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST","GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST","AIM2,APOBEC3F,APOBEC3G,CGAS,DHX9,DTX3L,EIF2AK4,HSP90AA1,IFNLR1,IL12B,IL12RB1,IL15,IL1B,IL23A,IL23R,IL27,LILRB1,MAVS,MICB,MMP12,MUL1,NT5C2,PARP9,PQBP1,PYCARD,RIGI,RNF216,SELENOK,SIN3A,STAT1,STING1,TARBP2,TNFAIP3,TOMM70,TRAF3IP2,TRIM22,TRIM44,TRIM6,USP17L2,ZC3H12A,ZDHHC1,ZDHHC11"
"GOBP_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY","GOBP_REGULATION_OF_DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY","AKAP6,ANK3,KCNAB1,KCNE1,KCNE2,KCNE3,KCNE4,KCNE5,KCNG1,KCNRG,KCNS1,KCNS2,MIR1-1,MIR133A1,NPPA,RNF207,SUMO1,VAMP2"
"GOBP_REGULATION_OF_DENDRITE_EXTENSION","GOBP_REGULATION_OF_DENDRITE_EXTENSION","BCL11A,CACNG7,CPNE5,CPNE6,CPNE9,CXCR4,ITSN2,MECP2,MUL1,NEDD4L,OSTN,PLAA,PRKN,RASAL1,RIMS1,RIMS2,RNF157,SLC23A2,SMURF1,SPAG9,SYT1,SYT14P1,SYT17,SYT2,SYT3,SYT4,UNC13A"
"GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS","GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS","ADGRB3,ANAPC2,ANKRD27,ARMCX5-GPRASP2,BAIAP2,CAMK2B,CAPRIN1,CAPRIN2,CDKL3,CDKL5,CHRNA3,CHRNB2,CUL7,CUX1,CUX2,DBN1,DHX36,DPYSL5,EEF2K,EPHA4,EPHB2,FBXW8,FZD4,GORASP1,GPRASP3,GSK3B,HDAC6,HECW1,HECW2,IL1RAPL1,ITPKA,KNDC1,LRP8,LZTS1,NEDD4,NEDD4L,NEUROG3,NFATC4,NR2E1,NSMF,OBSL1,PAFAH1B1,PARP6,PPP3CA,PQBP1,PTPRD,RAB21,RAP2A,RAPGEF2,RELN,SARM1,SDC2,SEMA4D,SKOR2,SLC30A1,SS18L1,STAU2,STK11,SYNE1,TBC1D24,TIAM1,TLX2,TNIK,TRPC5,YWHAH"
"GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION","GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION","CCL19,CCL21,CCR7,CD68,CD74,FCGR2B,FGL2,NOD1,NOD2,SLC11A1,THBS1"
"GOBP_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS","GOBP_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS","C1QBP,CALR,CCL21,CCR6,CCR7,GAS6,IL12A,LGALS9,SLAMF1,SLAMF8"
"GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION","AGER,CEBPB,FCGR2B,HLA-B,HLA-G,HMGB1,LGALS1,LGALS3,LGALS9,LILRB1,LILRB2,MIR223,TMEM176A,TMEM176B,ZBTB46"
"GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT","GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT","APOE,ARF6,ARMCX5-GPRASP2,ASAP1,BAIAP2,C21orf91,CAMK1,CAMK2B,CAPRIN1,CAPRIN2,CDKL5,CPEB3,CUX2,DBN1,DHX36,DISC1,DLG5,DNM3,DTNBP1,EEF2K,EFNA1,EIF4G2,EPHB2,FMR1,FOXO6,FSTL4,GPRASP3,GRIN3A,HDAC2,IL1RAPL1,IL2,ITPKA,KIF1A,LLPH,LPAR1,LRP8,MAPK6,MAPKAPK5,MECP2,MEF2C,NEURL1,NGEF,NLGN1,NLGN2,PAFAH1B1,PPFIA2,PSEN1,PTPRD,PTPRS,RELN,SDK1,SHANK1,SHANK3,SLC30A1,SRGAP2C,STAU2,TANC2,TIAM1,UBE3A,ZMYND8"
"GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE","GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE","ABHD17B,APOE,FCGR2B,FYN,GRIN2B,HOMER1,INS,MIR30B,NEDD9,PRNP,VPS35,ZMYND8,ZNF804A"
"GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS","GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS","ABI2,ABI3,ARC,ARHGAP33,ARHGAP44,ARMCX5-GPRASP2,BAIAP2,CAMK2B,CAPRIN1,CAPRIN2,CDK5,CDK5R1,CFL1,CUX2,DBN1,DHX36,DNM3,DTNBP1,EEF2K,EFNA1,EPHA4,EPHB2,GPRASP3,IL1RAPL1,ITPKA,KIF1A,LRP8,LRRK2,LZTS3,NGEF,NLGN1,PAFAH1B1,PDLIM5,PPFIA2,PTPRD,RELN,SHANK3,SIPA1L1,SLC30A1,SRCIN1,STAU2,TANC2,TIAM1,UBE3A,ZDHHC15"
"GOBP_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY","GOBP_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY","AKT1,DDX11,DFFA,GZMA,HMGB1,NPM1,PCNA,PRKCD,RPS3,SIRT1"
"GOBP_REGULATION_OF_DEVELOPMENT_HETEROCHRONIC","GOBP_REGULATION_OF_DEVELOPMENT_HETEROCHRONIC","ASCL1,DLL1,FGF9,HES1,HMGN1,JAG1,MSX1,NODAL,NOTCH1,NR2E1,PAX6,RBPJ,SERPINE2"
"GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS","GOBP_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS","ABCG5,ABCG8,APOA1,APOA2,APOA4,AQP1,CRH,CYP8B1,DCANP1,ENPP7,EPB41,FGF10,GHRL,GHSR,HAMP,HIP1R,KCNQ1,LEP,LPCAT3,NEUROD1,NEUROG1,NPSR1,NR1H2,NR1H3,OPRK1,OXT,PPP3CA,PRAP1,PTGER3,SCT,SGK1,SLC22A5,SPINK1,STK39,TFF2,TIFAB,TYMP,WNK1,WNK3,WNK4"
"GOBP_REGULATION_OF_DNA_BINDING","GOBP_REGULATION_OF_DNA_BINDING","ACD,BCL3,CEBPG,CPNE1,CSNK2B,DAZAP2,DDRGK1,DOT1L,E2F1,EDF1,EGF,ERCC4,FOXC1,GATA1,GATA3,GTF2B,GZMA,H1-0,HABP4,HAND1,HAND2,HES1,HEY2,HJURP,HMGA2,HMGB1,IFI16,IFNG,IGF1,ILRUN,JAK2,JUN,KDM1A,LAMTOR5,LEF1,MAD2L2,MDFI,MMP9,NEUROD1,NGF,NIBAN2,NME1,NSD1,PARK7,PAX6,PER2,PINX1,PLAUR,POU4F1,POU4F2,PRKN,PSEN1,PYHIN1,RB1,RNF220,RSF1,SIRT2,SKI,SMO,SOX11,SP100,SUMO1,SUMO3,SUMO4,TFAP4,TNKS,TRAF6,TRIM6,TWIST1,TXN,ZBTB7A,ZC4H2,ZNF593,ZNF675"
"GOBP_REGULATION_OF_DNA_CATABOLIC_PROCESS","GOBP_REGULATION_OF_DNA_CATABOLIC_PROCESS","AIFM1,APAF1,ATM,BAX,CIDEA,DFFA,DFFB,HSF1,IL6,MIR146A,NMNAT1,RGN,ST20"
"GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT","GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT","BABAM2,BARD1,BRCA1,BRCA2,BRCC3,CCAR2,CRY1,CUL4A,ETAA1,FBXO4,FEM1B,MAP3K20,PPP1R10,RAD51,RFWD3,RNASEH2B,RPA2,TELO2,TTI1,TTI2,WDR76"
"GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","ANKRD1,ATM,ATR,CD44,CD74,COPS3,DDX5,DYRK1A,DYRK3,EEF1E1,HIC1,ING4,KDM1A,KMT5A,MARCHF7,MDM2,MIF,MSX1,PLA2R1,PMAIP1,PSMD10,PTTG1IP,PYHIN1,RPL26,SIRT1,SMYD2,SNAI1,SNAI2,SOX4,SPRED1,SPRED2,TP53,TWIST1,YJU2,ZMPSTE24,ZNF385A,ZNHIT1"
"GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_TRANSCRIPTION_OF_P21_CLASS_MEDIATOR","GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_TRANSCRIPTION_OF_P21_CLASS_MEDIATOR","COPS3,ING4,PYHIN1,RPL26,ZNF385A,ZNHIT1"
"GOBP_REGULATION_OF_DNA_DEMETHYLATION","GOBP_REGULATION_OF_DNA_DEMETHYLATION","A1CF,APOBEC1,DPPA3,GATA3,HNRNPAB,STPG4,TRIM28"
"GOBP_REGULATION_OF_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY","GOBP_REGULATION_OF_DNA_DIRECTED_DNA_POLYMERASE_ACTIVITY","CHTF18,CHTF8,DSCC1,PCNA,POLG2,RFC2,RFC3,RFC4,RFC5"
"GOBP_REGULATION_OF_DNA_LIGATION","GOBP_REGULATION_OF_DNA_LIGATION","APLF,HMGB1,PARP3,RAD51,TFIP11,XRCC1"
"GOBP_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION","GOBP_REGULATION_OF_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION","ATF7IP,ATF7IP2,DNMT3L,DYRK1A,KDM1A,KMT2A,L3MBTL3,MORC2,MPHOSPH8,PPHLN1,RESF1,SAMD1,SETDB1,SETDB2,TASOR,TRIM28,ZNF304"
"GOBP_REGULATION_OF_DNA_STRAND_ELONGATION","GOBP_REGULATION_OF_DNA_STRAND_ELONGATION","ACTL6A,ACTR5,ACTR8,INO80,INO80B,INO80C,INO80D,INO80E,MCRS1,NFRKB,NUCKS1,POT1,RUVBL1,RUVBL2,TFPT,UCHL5,YY1"
"GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION","GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION","AICDA,ATRX,BCL6,BLM,CAMSAP3,CDC7,CDK2,CDT1,CHTF18,CHTF8,CIZ1,DACH1,DBF4,DBF4B,DSCC1,DYNLL1,E2F7,E2F8,ENDOG,FBXO5,FGFR1,GMNN,INO80,KAT7,LIG3,MCIDAS,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,METTL4,NBN,NUGGC,PCNA,POLG2,RFC2,RFC3,RFC4,RFC5,SLFN11,SSBP1,TICRR,TIMELESS,TIPIN,WIZ,WRNIP1,ZMPSTE24"
"GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION","GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION","CDK2,CDT1,CIZ1,GMNN,KAT7,MCIDAS,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,NBN,TICRR,WRNIP1"
"GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION","GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION","BCLAF1,CAND1,CDK4,CTNNBIP1,DHX36,ERCC1,ERCC6,FOSL1,FOXO1,GTF2A1,GTF2A2,HEY2,HMGB1,HNF1A,HNF1B,JUN,KAT8,MDC1,MED1,MED10,MED11,MED12,MED13,MED14,MED15,MED16,MED17,MED18,MED19,MED20,MED21,MED22,MED23,MED24,MED25,MED26,MED27,MED28,MED29,MED30,MED31,MED4,MED6,MED7,MED8,MED9,MITF,MORC1,MYC,NFKB1,NFKBIA,NKX2-5,PAXIP1,PCID2,PPM1D,PSMC6,PWWP2A,RRN3,SETX,SRF,SUB1,TAF1,TAF10,TAF11,TAF12,TAF13,TAF2,TAF3,TAF4,TAF4B,TAF5,TAF6,TAF7,TAF8,TAF9,TBP,THRA,TP53,TWIST1,WNT10B,ZNF451,ZNHIT1"
"GOBP_REGULATION_OF_DOPAMINERGIC_NEURON_DIFFERENTIATION","GOBP_REGULATION_OF_DOPAMINERGIC_NEURON_DIFFERENTIATION","DKK1,FERD3L,FGF20,FOXA1,GSK3B,SFRP1,SFRP2,SHH,TIAM1,WNT3A"
"GOBP_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY","GOBP_REGULATION_OF_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY","ALK,CAV2,DRD2,DRD3,DTNBP1,LRRK2,PALM,PRMT5,RGS4,RGS8,VPS35"
"GOBP_REGULATION_OF_DOPAMINE_SECRETION","GOBP_REGULATION_OF_DOPAMINE_SECRETION","ABAT,CHRNA4,CHRNA6,CHRNB2,CNR1,CXCL12,DRD2,DRD3,DTNBP1,FGF20,GABBR1,GDNF,GRM2,HTR1B,HTR2A,KCNA2,OPRK1,PINK1,PRKCB,PRKN,SNCA,SNCG,SYT1,SYT11,SYT4"
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION","GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION","ABL1,ACTB,ACTL6A,ACTR2,ARID2,BRD8,C1QBP,CGAS,CHEK1,CREBBP,CSNK2A1,DMAP1,EP400,EPC1,EPC2,ERCC6,FANCB,FBH1,FIGNL1,FUS,HDGFL2,HELB,HELQ,ING3,KAT5,KDM1A,KHDC3L,KLHL15,KMT5A,MAD2L2,MAGEF1,MBTD1,MEAF6,MORF4L1,MORF4L2,MRGBP,MRNIP,NBN,OOEP,PARP1,PARPBP,PELI1,PIAS4,PLK1,POLQ,PPP4C,PPP4R2,PRMT1,RAD51,RAD51AP1,RADX,RECQL5,RIF1,RMI2,RNF126,RNF8,RPA2,RTEL1,RUVBL1,RUVBL2,SENP3,SETD2,SHLD1,SHLD2,SHLD3,SIRT6,SKP2,SMCHD1,SPIDR,TERF2IP,TEX15,TIMELESS,TP53BP1,TRRAP,UBQLN4,USP51,VPS72,WAS,WDR48,WRAP53,YEATS4,ZNF365"
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING","GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING","ACTR2,AUNIP,CYREN,DEK,ERCC6,HMGA2,HSF1,KDM4D,KMT5B,KMT5C,MAD2L2,MRE11,MRNIP,NSD2,NUDT16L1,PARP3,PNKP,POT1,PRKDC,RIF1,SETMAR,SHLD1,SHLD2,SHLD3,SMCHD1,TFIP11,TOP2B,USP51,WAS,WRAP53"
"GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT","GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT","CHMP3,DAB2,DENND10,DNAJC13,EZR,MAP2K1,MAP2K2,MAPK1,MAPK3,MSN,MTMR2,NF2,PTPN23,RAB21,RDX,SNX12,SNX3,SRC,VPS11"
"GOBP_REGULATION_OF_EATING_BEHAVIOR","GOBP_REGULATION_OF_EATING_BEHAVIOR","GHRL,GHSR,MC4R,NPSR1,OPRK1,SLC24A4,TTC21B"
"GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT","GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT","ACTL6A,ACTR5,ACTR8,AMOT,B4GALT5,BAG6,CCSAP,CDK1,CFL1,CLASP1,CLASP2,CRB2,CTNNB1,DAG1,DHX36,DLL1,DR1,EHMT1,FOXA2,HES1,HESX1,HNF4A,INO80,INO80B,INO80C,INO80D,INO80E,INSR,JAG1,KAT14,KAT2A,KAT2B,KHDC3L,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,LHX1,MBIP,MCRS1,MSX1,NFE2L2,NFRKB,NIBAN2,NIPBL,NLRP5,NOCT,NODAL,NOTCH1,NR2C2,OSR1,OTX2,PAFAH1B1,PHLDA2,PHLDB1,PHLDB2,PLCB1,POGLUT1,RAB14,RACGAP1,RACK1,RBM19,RPS6KA6,RUVBL1,RUVBL2,SCX,SEPTIN7,SFRP2,SGF29,SOX17,TADA2A,TADA3,TDG,TENM4,TFPT,TGIF2,TLE6,TRIP12,UCHL5,UTP25,WDPCP,WDR5,WNT1,WNT2,WNT2B,WNT3A,WNT4,YEATS2,YY1,ZBED3,ZZZ3"
"GOBP_REGULATION_OF_ENAMEL_MINERALIZATION","GOBP_REGULATION_OF_ENAMEL_MINERALIZATION","AMTN,CFTR,DMP1,ENAM,MMP20,ODAPH,SLC4A2,TGFB1"
"GOBP_REGULATION_OF_ENDOCRINE_PROCESS","GOBP_REGULATION_OF_ENDOCRINE_PROCESS","AGT,AGTR1,BMP6,C1QTNF1,CRH,CRHBP,CRHR1,CRY1,CRY2,CYP19A1,DAB2,F2R,F2RL1,FGFR1,FOXL2,GAL,GALR1,GDF9,GHRL,GJA1,INHA,INHBA,INHBB,KDM5B,KISS1,LEP,NKX3-1,NPVF,OPRK1,OR51E2,POMC,PTPN11,RAB8B,REN,RETN,SMAD4,SPP1,TACR2,TSPO,UCN"
"GOBP_REGULATION_OF_ENDOCYTIC_RECYCLING","GOBP_REGULATION_OF_ENDOCYTIC_RECYCLING","ACTN2,AKAP5,ARHGAP1,ARHGAP44,ARHGAP8,ATP9A,BVES,EHD1,EHD2,EIPR1,GRIPAP1,INPP5F,NDRG4,PLA2G3,PLA2G4E,RAB11A,RAB11B,RAB11FIP3,SORL1,TAMALIN,ZDHHC2"
"GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY","GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY","AKT1,DDX11,GZMA,HMGB1,NPM1,PRKCD,RPS3,SIRT1"
"GOBP_REGULATION_OF_ENDODERMAL_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_ENDODERMAL_CELL_DIFFERENTIATION","COL5A1,COL5A2,DKK1,MACROH2A1,MAP2K1,MESP1,SOX17"
"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","BCL2L1,BCL2L11,BOK,CREB3,CREB3L1,EIF2AK3,ERP29,FCGR2B,GRINA,HERPUD1,HSPA1A,HYOU1,LRRK2,MAGEA3,NCK1,NCK2,OPA1,PARK7,PDX1,PMAIP1,PRKN,PTPN1,PTPN2,RNF183,SELENOS,SERINC3,SIRT1,SYVN1,TMBIM6,TXNDC12,WFS1,XBP1"
"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION","GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION","ARL6IP1,ATL3,LNPK,RAB3GAP1,RAB3GAP2,TMEM33"
"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE","GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE","ABCA7,AGR2,ATF6,ATF6B,BAK1,BAX,BCL2L11,BFAR,BOK,COPS5,DAB2IP,DDRGK1,DNAJB9,ERN1,FICD,HSPA5,MIR199A1,NCK1,NCK2,PIGBOS1,PIK3R1,PPP1R15A,PPP1R15B,PTPN1,PTPN2,RACK1,TMEM33,UFL1,WFS1,XBP1"
"GOBP_REGULATION_OF_ENDOSOME_SIZE","GOBP_REGULATION_OF_ENDOSOME_SIZE","ALS2,BLOC1S1,BLOC1S2,BORCS5,BORCS6,BORCS7,BORCS8,CHMP3,KXD1,RAB11A,RAB5A,RILP,SNAPIN"
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS","GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS","CXCL13,FGF1,FGF16,FGF18,FGF2,FGF4,FGFR1,HRG,HSPB1,KDR,LGMN,MET,MIR149,MIR16-1,MIR424,NOTCH1,P2RX4,PRKD1,PRKD2,SEMA5A,SMOC2,THBS1,TMSB4X,VEGFA"
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT","GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT","ADD1,CDH5,CLDN5,F11R,IKBKB,IL1B,PLCB1,PPP1R12A,PROC,ROCK1,ROCK2,S1PR2,S1PR3,TNF,TNFRSF1A,VCL,VEGFA,ZDHHC21"
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION","GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION","ACVRL1,ADD1,APOLD1,ATOH8,BMP4,BMP6,BTG1,CDH5,CEACAM1,CLDN5,CTNNB1,ETV2,F11R,FOXJ2,GDF2,IKBKB,IL1B,JAG1,MIR1-1,MIR10A,MIR150,MIR181A2,MIR181B1,MIR199B,MIR200C,MIR21,MIR34A,MIR495,MIR99B,NOTCH1,NOTCH4,PLCB1,PPP1R12A,PROC,ROCK1,ROCK2,S1PR2,S1PR3,TMEM100,TNF,TNFRSF1A,VCL,VEGFA,VEZF1,XDH,ZDHHC21,ZEB1"
"GOBP_REGULATION_OF_ENDOTHELIAL_TUBE_MORPHOGENESIS","GOBP_REGULATION_OF_ENDOTHELIAL_TUBE_MORPHOGENESIS","ADAMTS12,CXCL10,FGF1,FOXP1,ITGAX,MIR21"
"GOBP_REGULATION_OF_ENTRY_OF_BACTERIUM_INTO_HOST_CELL","GOBP_REGULATION_OF_ENTRY_OF_BACTERIUM_INTO_HOST_CELL","CAV1,CXCL8,EXOC2,EXOC7,FUCA2,ITGAV,KRT6A"
"GOBP_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY","GOBP_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY","ADAM17,APP,CBL,CBLB,CBLC,CHMP6,ERRFI1,FBXW7,GPRC5A,NCF1,SNX6,SOCS4,SOCS5,TSG101,VPS25,ZFYVE28,ZGPAT"
"GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT","GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT","ABCA12,ALOX15B,AQP3,ATOH1,BMP4,CD109,CYP27B1,DLL1,ELAPOR2,ERRFI1,ESRP1,ETV4,EXTL3,EZH2,FGF2,FOXC1,GDF3,GRHL1,HES1,HES5,HEY2,HOXA7,IL20,KDF1,KEAP1,KLF7,KRT10,KRT2,KRT36,KRT84,MACROH2A1,MACROH2A2,MAFF,MAFG,MED1,MIR125B1,MSX2,MYCL,NAB1,NAB2,NCOA3,NME2,NOTCH1,NUMA1,OVOL2,PLAAT4,PRKCH,PTCH1,PTCH2,REG3A,REG3G,ROCK1,ROCK2,SFN,SFRP4,SGPP1,SRSF6,SULT2B1,TMEM79,TP63,TRIM16,VDR,ZBED2,ZFP36,ZFP36L1"
"GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT","GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT","CD24,CTNNB1,GATA3,GDNF,LHX1,LIF,MMP9,OSR1,PAX2,PAX8,PRKX,PROM1,STAT1,WNT9B,WWTR1,YAP1"
